Λήμμα (Lemma),POS,Drill_Type,Front,Back
σκουλήκι,Noun,Genitive Singular,σκουλήκι (Genitive Singular),σκουληκιού
σκουπίδι,Noun,Plural,σκουπίδι (Plural),σκουπίδια
σκουπίδι,Noun,Genitive Singular,σκουπίδι (Genitive Singular),σκουπιδιού
σκουπίζω,Verb,Active Participle,σκουπίζω (Active Participle),έχοντας σκουπίσει
σκουπιδοτενεκές,Noun,Plural,σκουπιδοτενεκές (Plural),σκουπιδοτενεκέδες
σκουπιδοτενεκές,Noun,Genitive Singular,σκουπιδοτενεκές (Genitive Singular),σκουπιδοτενεκέ
σκούρος,Adjective,Feminine,σκούρος (Feminine),σκούρα
σκούρος,Adjective,Neuter,σκούρος (Neuter),σκούρο
σκούφος,Noun,Plural,σκούφος (Plural),σκούφοι
σκούφος,Noun,Genitive Singular,σκούφος (Genitive Singular),σκούφου
σκυλί,Noun,Plural,σκυλί (Plural),σκυλιά
σκυλί,Noun,Genitive Singular,σκυλί (Genitive Singular),σκυλιού
σκόνη,Noun,Plural,σκόνη (Plural),σκόνες
σκόνη,Noun,Genitive Singular,σκόνη (Genitive Singular),σκόνης
σκόπιμος,Adjective,Feminine,σκόπιμος (Feminine),σκόπιμη
σκόπιμος,Adjective,Neuter,σκόπιμος (Neuter),σκόπιμο
σκόρδο,Noun,Plural,σκόρδο (Plural),σκόρδα
σκόρδο,Noun,Genitive Singular,σκόρδο (Genitive Singular),σκόρδου
σκύβω,Verb,Active Participle,σκύβω (Active Participle),έχοντας σκύψει
σκύβω,Verb,Passive Participle,σκύβω (Passive Participle),‑ο
σκύλος,Noun,Plural,σκύλος (Plural),σκύλοι
σκύλος,Noun,Genitive Singular,σκύλος (Genitive Singular),σκύλου
σλαβικός,Adjective,Feminine,σλαβικός (Feminine),σλαβική
σλαβικός,Adjective,Neuter,σλαβικός (Neuter),σλαβικό
σοβαρός,Adjective,Feminine,σοβαρός (Feminine),σοβαρή
σοβαρός,Adjective,Neuter,σοβαρός (Neuter),σοβαρό
σοβαρότητα,Noun,Plural,σοβαρότητα (Plural),σοβαρότητες
σοβαρότητα,Noun,Genitive Singular,σοβαρότητα (Genitive Singular),σοβαρότητας
σοδειά,Noun,Plural,σοδειά (Plural),σοδειές
σοδειά,Noun,Genitive Singular,σοδειά (Genitive Singular),σοδειάς
σοκολάτα,Noun,Plural,σοκολάτα (Plural),σοκολάτες
σοκολάτα,Noun,Genitive Singular,σοκολάτα (Genitive Singular),σοκολάτας
σολομός,Noun,Plural,σολομός (Plural),σολομοί
σολομός,Noun,Genitive Singular,σολομός (Genitive Singular),σολομού
σοσιαλισμός,Noun,Plural,σοσιαλισμός (Plural),σοσιαλισμοί
σοσιαλισμός,Noun,Genitive Singular,σοσιαλισμός (Genitive Singular),σοσιαλισμού
σοσιαλιστής,Noun,Plural,σοσιαλιστής (Plural),σοσιαλιστές
σοσιαλιστής,Noun,Genitive Singular,σοσιαλιστής (Genitive Singular),σοσιαλιστή
σοσιαλιστικός,Adjective,Feminine,σοσιαλιστικός (Feminine),σοσιαλιστική
σοσιαλιστικός,Adjective,Neuter,σοσιαλιστικός (Neuter),σοσιαλιστικό
σουβλάκι,Noun,Plural,σουβλάκι (Plural),σουβλάκια
σουβλάκι,Noun,Genitive Singular,σουβλάκι (Genitive Singular),σουβλακιού
σοφία,Noun,Plural,σοφία (Plural),σοφίες
σοφία,Noun,Genitive Singular,σοφία (Genitive Singular),σοφίας
σοφός,Adjective,Feminine,σοφός (Feminine),σοφή
σοφός,Adjective,Neuter,σοφός (Neuter),σοφό
σοφός,Noun,Plural,σοφός (Plural),σοφοί
σοφός,Noun,Genitive Singular,σοφός (Genitive Singular),σοφού
σούπα,Noun,Plural,σούπα (Plural),σούπες
σούπα,Noun,Genitive Singular,σούπα (Genitive Singular),σούπας
σπάζω,Verb,Passive Participle,σπάζω (Passive Participle),σπασμένος
σπάζω,Verb,Active Participle,σπάζω (Active Participle),έχοντας σπάσει
σπάνιος,Adjective,Feminine,σπάνιος (Feminine),σπάνια
σπάνιος,Adjective,Neuter,σπάνιος (Neuter),σπάνιο
σπάω,Verb,Passive Participle,σπάω (Passive Participle),σπασμένος
σπάω,Verb,Active Participle,σπάω (Active Participle),έχοντας σπάσει
σπέρμα,Noun,Plural,σπέρμα (Plural),σπέρματα
σπέρμα,Noun,Genitive Singular,σπέρμα (Genitive Singular),σπέρματος
σπέρνω,Verb,Active Participle,σπέρνω (Active Participle),έχοντας σπείρει
σπίρτο,Noun,Plural,σπίρτο (Plural),σπίρτα
σπίρτο,Noun,Genitive Singular,σπίρτο (Genitive Singular),σπίρτου
σπίτι,Noun,Plural,σπίτι (Plural),σπίτια
σπίτι,Noun,Genitive Singular,σπίτι (Genitive Singular),σπιτιού
σπαθί,Noun,Plural,σπαθί (Plural),σπαθιά
σπαθί,Noun,Genitive Singular,σπαθί (Genitive Singular),σπαθιού
σπανάκι,Noun,Plural,σπανάκι (Plural),σπανάκια
σπανάκι,Noun,Genitive Singular,σπανάκι (Genitive Singular),σπανακιού
σπηλιά,Noun,Plural,σπηλιά (Plural),σπηλιές
σπηλιά,Noun,Genitive Singular,σπηλιά (Genitive Singular),σπηλιάς
σπιτικός,Adjective,Feminine,σπιτικός (Feminine),σπιτική
σπιτικός,Adjective,Neuter,σπιτικός (Neuter),σπιτικό
σπουδάζω,Verb,Active Participle,σπουδάζω (Active Participle),έχοντας σπουδάσει
σπουδάζω,Verb,Passive Participle,σπουδάζω (Passive Participle),‑ο
σπουδή,Noun,Plural,σπουδή (Plural),σπουδές
σπουδή,Noun,Genitive Singular,σπουδή (Genitive Singular),σπουδής
σπουδαίος,Adjective,Feminine,σπουδαίος (Feminine),σπουδαία
σπουδαίος,Adjective,Neuter,σπουδαίος (Neuter),σπουδαίο
σπουδαστής,Noun,Plural,σπουδαστής (Plural),σπουδαστές
σπουδαστής,Noun,Genitive Singular,σπουδαστής (Genitive Singular),σπουδαστή
σπρώχνω,Verb,Passive Participle,σπρώχνω (Passive Participle),σπρωγμένος
σπρώχνω,Verb,Active Participle,σπρώχνω (Active Participle),έχοντας σπρώξει
σπόρος,Noun,Plural,σπόρος (Plural),σπόροι
σπόρος,Noun,Genitive Singular,σπόρος (Genitive Singular),σπόρου
στάβλος,Noun,Plural,στάβλος (Plural),στάβλοι
στάβλος,Noun,Genitive Singular,στάβλος (Genitive Singular),στάβλου
στάδιο,Noun,Plural,στάδιο (Plural),στάδια
στάδιο,Noun,Genitive Singular,στάδιο (Genitive Singular),στάδιου
στάζω,Verb,Active Participle,στάζω (Active Participle),έχοντας στάξει
στάθμευση,Noun,Plural,στάθμευση (Plural),σταθμεύσεις
στάθμευση,Noun,Genitive Singular,στάθμευση (Genitive Singular),στάθμευσης
στάθμη,Noun,Genitive Singular,στάθμη (Genitive Singular),στάθμης
στάση,Noun,Plural,στάση (Plural),στάσεις
στάση,Noun,Genitive Singular,στάση (Genitive Singular),στάσης
στάχτη,Noun,Plural,στάχτη (Plural),στάχτες
στάχτη,Noun,Genitive Singular,στάχτη (Genitive Singular),στάχτης
στέγη,Noun,Plural,στέγη (Plural),στέγες
στέγη,Noun,Genitive Singular,στέγη (Genitive Singular),στέγης
στέλεχος,Noun,Plural,στέλεχος (Plural),στελέχη
στέλεχος,Noun,Genitive Singular,στέλεχος (Genitive Singular),στελέχους
στέλνω,Verb,Passive Participle,στέλνω (Passive Participle),σταλμένος
στέλνω,Verb,Active Participle,στέλνω (Active Participle),έχοντας στείλει
στέμμα,Noun,Plural,στέμμα (Plural),στέμματα
στέμμα,Noun,Genitive Singular,στέμμα (Genitive Singular),στέμματος
στέρεος,Adjective,Feminine,στέρεος (Feminine),στέρεη
στέρεος,Adjective,Neuter,στέρεος (Neuter),στέρεο
στήθος,Noun,Plural,στήθος (Plural),στήθη
στήθος,Noun,Genitive Singular,στήθος (Genitive Singular),στήθους
στήλη,Noun,Plural,στήλη (Plural),στήλες
στήλη,Noun,Genitive Singular,στήλη (Genitive Singular),στήλης
στήνω,Verb,Passive Participle,στήνω (Passive Participle),στημένος
στήριξη,Noun,Plural,στήριξη (Plural),στηρίξεις
στήριξη,Noun,Genitive Singular,στήριξη (Genitive Singular),στήριξης
στίγμα,Noun,Plural,στίγμα (Plural),στίγματα
στίγμα,Noun,Genitive Singular,στίγμα (Genitive Singular),στίγματος
στίχος,Noun,Plural,στίχος (Plural),στίχοι
στίχος,Noun,Genitive Singular,στίχος (Genitive Singular),στίχου
σταγόνα,Noun,Plural,σταγόνα (Plural),σταγόνες
σταγόνα,Noun,Genitive Singular,σταγόνα (Genitive Singular),σταγόνας
σταδιακός,Adjective,Feminine,σταδιακός (Feminine),σταδιακή
σταδιακός,Adjective,Neuter,σταδιακός (Neuter),σταδιακό
σταθερά,Noun,Plural,σταθερά (Plural),σταθερές
σταθερά,Noun,Genitive Singular,σταθερά (Genitive Singular),σταθεράς
σταθεροποιώ,Verb,Active Participle,σταθεροποιώ (Active Participle),έχοντας σταθεροποιήσει
σταθερός,Adjective,Feminine,σταθερός (Feminine),σταθερή
σταθερός,Adjective,Neuter,σταθερός (Neuter),σταθερό
σταθερότητα,Noun,Genitive Singular,σταθερότητα (Genitive Singular),σταθερότητας
σταθμεύω,Verb,Active Participle,σταθμεύω (Active Participle),έχοντας σταθμεύσει
σταθμεύω,Verb,Passive Participle,σταθμεύω (Passive Participle),‑ο
σταθμός,Noun,Plural,σταθμός (Plural),σταθμοί
σταθμός,Noun,Genitive Singular,σταθμός (Genitive Singular),σταθμού
στατιστική,Noun,Plural,στατιστική (Plural),στατιστικές
στατιστική,Noun,Genitive Singular,στατιστική (Genitive Singular),στατιστικής
στατιστικός,Adjective,Feminine,στατιστικός (Feminine),στατιστική
στατιστικός,Adjective,Neuter,στατιστικός (Neuter),στατιστικό
σταυροδρόμι,Noun,Plural,σταυροδρόμι (Plural),σταυροδρόμια
σταυρός,Noun,Plural,σταυρός (Plural),σταυροί
σταυρός,Noun,Genitive Singular,σταυρός (Genitive Singular),σταυρού
σταυρώνω,Verb,Passive Participle,σταυρώνω (Passive Participle),σταυρωμένος
σταυρώνω,Verb,Active Participle,σταυρώνω (Active Participle),έχοντας σταυρώσει
σταφύλι,Noun,Plural,σταφύλι (Plural),σταφύλια
σταφύλι,Noun,Genitive Singular,σταφύλι (Genitive Singular),σταφυλιού
σταχτοδοχείο,Noun,Plural,σταχτοδοχείο (Plural),σταχτοδοχεία
σταχτοδοχείο,Noun,Genitive Singular,σταχτοδοχείο (Genitive Singular),σταχτοδοχείου
στεγάζω,Verb,Passive Participle,στεγάζω (Passive Participle),στεγασμένος
στεγάζω,Verb,Active Participle,στεγάζω (Active Participle),έχοντας στεγάσει
στεγαστικός,Adjective,Feminine,στεγαστικός (Feminine),στεγαστική
στεγαστικός,Adjective,Neuter,στεγαστικός (Neuter),στεγαστικό
στεγνός,Adjective,Feminine,στεγνός (Feminine),στεγνή
στεγνός,Adjective,Neuter,στεγνός (Neuter),στεγνό
στεναγμός,Noun,Plural,στεναγμός (Plural),στεναγμοί
στεναγμός,Noun,Genitive Singular,στεναγμός (Genitive Singular),στεναγμού
στενοχωρώ,Verb,Passive Participle,στενοχωρώ (Passive Participle),στενοχωρεμένος
στενοχωρώ,Verb,Active Participle,στενοχωρώ (Active Participle),έχοντας στενοχωρήσει
στενοχώρια,Noun,Plural,στενοχώρια (Plural),στενοχώριες
στενοχώρια,Noun,Genitive Singular,στενοχώρια (Genitive Singular),στενοχώριας
στενός,Adjective,Feminine,στενός (Feminine),στενή
στενός,Adjective,Neuter,στενός (Neuter),στενό
στερεός,Adjective,Feminine,στερεός (Feminine),στερεά
στερεός,Adjective,Neuter,στερεός (Neuter),στερεό
στερλίνα,Noun,Plural,στερλίνα (Plural),στερλίνες
στερλίνα,Noun,Genitive Singular,στερλίνα (Genitive Singular),στερλίνας
στερώ,Verb,Active Participle,στερώ (Active Participle),έχοντας στερήσει
στεφάνι,Noun,Plural,στεφάνι (Plural),στεφάνια
στεφάνι,Noun,Genitive Singular,στεφάνι (Genitive Singular),στεφανιού
στηρίζω,Verb,Passive Participle,στηρίζω (Passive Participle),στηριγμένος
στηρίζω,Verb,Active Participle,στηρίζω (Active Participle),έχοντας στηρίξει
στιβάδα,Noun,Plural,στιβάδα (Plural),στιβάδες
στιβάδα,Noun,Genitive Singular,στιβάδα (Genitive Singular),στιβάδας
στιγμή,Noun,Plural,στιγμή (Plural),στιγμές
στιγμή,Noun,Genitive Singular,στιγμή (Genitive Singular),στιγμής
στιγμιαίος,Adjective,Feminine,στιγμιαίος (Feminine),στιγμιαία
στιγμιαίος,Adjective,Neuter,στιγμιαίος (Neuter),στιγμιαίο
στοίβα,Noun,Plural,στοίβα (Plural),στοίβες
στοίβα,Noun,Genitive Singular,στοίβα (Genitive Singular),στοίβας
στοίχημα,Noun,Plural,στοίχημα (Plural),στοιχήματα
στοίχημα,Noun,Genitive Singular,στοίχημα (Genitive Singular),στοιχήματος
στοιβάζω,Verb,Active Participle,στοιβάζω (Active Participle),έχοντας στοιβάξει
στοιχείο,Noun,Plural,στοιχείο (Plural),στοιχεία
στοιχείο,Noun,Genitive Singular,στοιχείο (Genitive Singular),στοιχείου
στοιχειώδης,Adjective,Feminine,στοιχειώδης (Feminine),στοιχειώδης
στοιχειώδης,Adjective,Neuter,στοιχειώδης (Neuter),στοιχειώδες
στοιχηματίζω,Verb,Active Participle,στοιχηματίζω (Active Participle),έχοντας στοιχηματίσει
